File Name,File Version,Update Date,Region Code,State Code,Date Type,Date,Population age 18-64,SSA Disabilty Beneficiaries  age 18-64,Percent of Adult Population Receiving SSA Adult Disability Benefits,Eligible Adult Population,Adult Receipts,Eligible Adult Population Filing Rate,Favorable Adult Determinations,Eligible Adult Population Allowance Rate,All Adult Determinations,Adult Favorable  Determination Rate,Population under age 18,SSI Disabled Child (DC) Beneficiaries,Percent of Population under age 18 Receiving SSI DC Benefits,Eligible Child Population,SSI Disabled Child (DC) Receipts,Eligible Child Population Filing Rate,Favorable SSI Child (DC) Determinations,Eligible Child Population Allowance Rate,All SSI Disabled Child Determinations,SSI Disabled Child Allowance Rate,All Determinations,All Favorable Determinations,Favorable Determination Rate
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2008,3916668,294715,7.52,3621953,56791,1.57,12720,0.35,52929,24.03,1478594,23823,1.61,1454771,9522,0.65,2917,0.2,9110,32.02,62039,15637,25.21
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2009,3962049,307953,7.77,3654096,72076,1.97,15621,0.43,60041,26.02,1493252,24743,1.66,1468509,10940,0.74,3580,0.24,9696,36.92,69737,19201,27.53
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2010,4004156,324396,7.77,3679760,76279,2.09,18284,0.5,73552,24.86,1494958,25009,1.66,1469949,11677,0.8,3713,0.25,11857,31.31,85409,21997,25.75
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2011,4031566,336813,8.35,3694753,75371,2.04,19208,0.52,80711,23.8,1492136,25339,1.7,1466797,11529,0.8,3458,0.25,11918,31.31,92568,22921,24.76
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2012,4043720,348659,8.62,3695061,72288,1.96,18112,0.49,72543,24.97,1494016,25679,1.72,1468337,11113,0.76,3427,0.23,11293,30.35,83836,21539,25.69
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2013,4052025,353396,8.62,3191824,66708,1.81,16531,0.45,66363,24.91,1491577,25373,1.72,1466204,9929,0.68,3046,0.21,10221,29.8,76584,19577,25.56
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2014,4069126,353868,8.7,3209256,58184,1.81,15159,0.47,59874,25.32,1494526,24959,1.67,1469567,8904,0.61,3059,0.21,8948,34.19,68822,18218,26.47
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2015,4069126,353868,8.7,3209256,60241,1.88,14823,0.46,57404,25.82,1494526,24959,1.67,1469567,8842,0.6,3073,0.21,8307,36.99,65711,17896,27.23
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2001,2115946,88615,4.19,2027331,17339,0.86,8060,0.4,17955,44.89,842593,5874,0.7,836719,2344,0.28,1043,0.12,2407,43.33,20362,9103,44.71
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2002,2136165,90854,4.25,2045311,19044,0.93,7499,0.37,17947,41.78,843427,6066,0.72,837361,2490,0.3,1074,0.13,2399,44.77,20346,8573,42.14
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2003,2154292,93218,4.33,2061074,19699,0.96,7129,0.35,19256,37.02,843395,6293,0.75,837102,2656,0.32,1165,0.14,2600,44.81,21856,8294,37.95
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2004,2166546,94924,4.38,2071622,20016,0.97,6998,0.34,19334,36.2,839345,6377,0.76,832968,2897,0.35,1107,0.13,2724,40.64,22058,8105,36.74
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2005,2177216,96788,4.45,2080428,20014,0.96,6937,0.33,18629,37.24,832544,6590,0.79,825954,2762,0.33,1112,0.13,2620,42.44,21249,8049,37.88
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2006,2192276,99212,4.53,2093064,19969,0.95,7325,0.35,19905,36.8,826222,6907,0.84,819315,2856,0.35,1127,0.14,2838,39.71,22743,8452,37.16
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2007,2198815,101907,4.63,2096908,20993,1,7558,0.36,21430,35.27,819086,7101,0.87,811985,2990,0.37,1114,0.14,3007,37.05,24437,8672,35.49
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2008,2211032,104154,4.71,2106878,20766,0.99,6632,0.31,20197,32.84,812213,7350,0.9,804863,2981,0.37,1105,0.14,2988,36.98,23185,7737,33.37
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2009,2222248,105651,4.75,2116597,22868,1.08,6473,0.31,21113,30.66,807985,7630,0.94,800355,3479,0.43,1259,0.16,3103,40.57,24216,7732,31.93
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2010,2251906,109850,4.75,2142056,23784,1.12,7462,0.35,22891,32.6,815431,7971,0.94,807460,3669,0.46,1363,0.17,3533,38.58,26424,8825,33.4
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2011,2261936,111574,4.93,2150362,23889,1.11,7360,0.34,24373,30.2,803314,8274,1.03,795040,3849,0.46,1471,0.17,3827,38.58,27906,8723,31.26
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2012,2264077,114255,5.05,2149822,24011,1.12,6770,0.31,22553,30.02,793558,8630,1.09,784928,3777,0.48,1336,0.17,3623,36.88,26176,8106,30.97
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2013,2264843,115577,5.05,2149266,23089,1.07,6789,0.32,23152,29.32,785566,8924,1.09,776642,3660,0.47,1234,0.16,3510,35.16,26662,8023,30.09
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2014,2265324,116273,5.13,2149051,23904,1.11,6584,0.31,23496,28.02,775430,8938,1.15,766492,3463,0.45,1210,0.16,3439,35.18,26935,7794,28.94
SSA-SA-FYWL.csv,2,11/10/15,BOS,CT ,FY,2015,2265324,116273,5.13,2149051,23570,1.1,6588,0.31,22077,29.84,775430,8938,1.15,766492,3431,0.45,1299,0.17,3309,39.26,25386,7887,31.07
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2001,4042734,216137,5.35,3826597,38787,1.01,16889,0.44,37687,44.81,1504624,15677,1.04,1488947,5847,0.39,2891,0.19,5887,49.11,43574,19780,45.39
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2002,4073396,220844,5.42,3852552,40828,1.06,17936,0.47,40394,44.4,1501291,16197,1.08,1485094,6143,0.41,3014,0.2,5974,50.45,46368,20950,45.18
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2003,4093015,226543,5.53,3866472,45279,1.17,19576,0.51,43575,44.92,1490692,16610,1.11,1474082,6982,0.47,3293,0.22,6606,49.85,50181,22869,45.57
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2004,4105893,232985,5.67,3872908,45119,1.16,20171,0.52,45061,44.76,1476371,17108,1.16,1459263,7045,0.48,3355,0.23,6846,49.01,51907,23526,45.32
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2005,4118474,239240,5.81,3879234,44697,1.15,19902,0.51,43974,45.26,1460945,17909,1.23,1443036,7162,0.5,3614,0.25,7008,51.57,50982,23516,46.13
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2006,4140760,246012,5.94,3894748,44017,1.13,18915,0.49,42181,44.84,1446624,19086,1.32,1427538,7185,0.5,3503,0.25,6902,50.75,49083,22418,45.67
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2007,4169785,253585,6.08,3916200,43552,1.11,21095,0.54,46350,45.51,1436774,20198,1.41,1416576,7108,0.5,3835,0.27,7475,51.3,53825,24930,46.32
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2008,4199836,260860,6.21,3938976,44516,1.13,19710,0.5,43744,45.06,1427033,20895,1.46,1406138,7115,0.51,3637,0.26,6896,52.74,50640,23347,46.1
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2009,4266071,269587,6.32,3996484,50303,1.26,20073,0.5,44603,45,1433002,21830,1.52,1411172,8082,0.57,3846,0.27,7126,53.97,51729,23919,46.24
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2010,4231960,280466,6.32,3951494,51243,1.28,21708,0.54,51287,42.33,1417262,23154,1.52,1394108,8564,0.61,4471,0.32,8628,51.82,59915,26179,43.69
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2011,4260632,287722,6.75,3972910,43830,1.1,18928,0.48,46294,40.89,1405015,23938,1.7,1381077,8536,0.62,4132,0.32,8748,51.82,54922,23399,42.6
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2012,4286235,295353,6.89,3990882,51167,1.28,19352,0.48,49298,39.26,1401415,23888,1.7,1377527,8286,0.6,3808,0.28,8370,45.5,57668,23160,40.16
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2013,4309566,301662,6.89,4007904,50078,1.25,19639,0.49,48948,40.12,1393946,24183,1.7,1369763,7828,0.57,3623,0.26,7858,46.11,56806,23262,40.95
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2014,4338703,304168,7.01,4034535,45976,1.14,18769,0.47,48213,38.93,1390468,23980,1.72,1366488,7017,0.51,3495,0.26,7376,47.38,55589,22264,40.05
SSA-SA-FYWL.csv,2,11/10/15,BOS,MA ,FY,2015,4338703,304168,7.01,4034535,45396,1.13,17419,0.43,44116,39.48,1390468,23980,1.72,1366488,7107,0.52,3309,0.24,6900,47.96,51016,20728,40.63
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2001,800822,54557,6.81,746265,9281,1.24,3705,0.5,8908,41.59,298770,3004,1.01,295766,1071,0.36,508,0.17,1057,48.06,9965,4213,42.28
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2002,810854,57286,7.06,753568,10073,1.34,4103,0.54,9861,41.61,296239,3095,1.04,293144,1124,0.38,542,0.18,1102,49.18,10963,4645,42.37
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2003,821076,60342,7.35,760734,10545,1.39,4249,0.56,10308,41.22,293513,3198,1.09,290315,1189,0.41,598,0.21,1154,51.82,11462,4847,42.29
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2004,827615,62665,7.57,764950,10672,1.4,4065,0.53,10705,37.97,290642,3278,1.13,287364,1154,0.4,580,0.2,1176,49.32,11881,4645,39.1
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2005,833288,64715,7.77,768573,10990,1.43,3982,0.52,10634,37.45,286996,3361,1.17,283635,1204,0.42,571,0.2,1120,50.98,11754,4553,38.74
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2006,838130,66477,7.93,771653,10838,1.4,3972,0.51,10953,36.26,282948,3497,1.24,279451,1188,0.43,642,0.23,1246,51.52,12199,4614,37.82
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2007,840956,68963,8.2,771993,11172,1.45,4037,0.52,11535,35,279410,3722,1.33,275688,1222,0.44,645,0.23,1256,51.35,12791,4682,36.6
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2008,842402,71074,8.44,771328,11110,1.44,3669,0.48,10718,34.23,274867,3720,1.35,271147,1230,0.45,604,0.22,1190,50.76,11908,4273,35.88
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2009,841508,72778,8.65,768730,13057,1.7,3724,0.48,12135,30.69,271176,3861,1.42,267315,1391,0.52,652,0.24,1368,47.66,13503,4376,32.41
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2010,841903,74943,8.65,766960,13570,1.77,3848,0.5,12800,30.06,273457,3880,1.42,269577,1322,0.49,628,0.23,1284,48.91,14084,4476,31.78
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2011,842752,76744,9.11,766008,12142,1.59,3960,0.52,12757,31.04,269218,4010,1.49,265208,1182,0.5,608,0.24,1215,48.91,14041,4588,32.68
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2012,836898,78767,9.41,758131,13031,1.72,3643,0.48,12413,29.35,265918,4192,1.58,261726,1330,0.51,632,0.24,1257,50.28,13670,4275,31.27
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2013,831959,79906,9.41,752053,12807,1.69,3901,0.51,12694,30.73,261276,4270,1.58,257006,1256,0.48,650,0.25,1301,49.96,13995,4551,32.52
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2014,827605,79929,9.66,747676,11665,1.56,3698,0.49,11956,30.93,258977,4262,1.65,254715,1136,0.45,638,0.25,1155,55.24,13111,4336,33.07
SSA-SA-FYWL.csv,2,11/10/15,BOS,ME ,FY,2015,827605,79929,9.66,747676,11697,1.56,3786,0.51,11090,34.14,258977,4262,1.65,254715,1196,0.47,597,0.23,1131,52.79,12221,4383,35.86
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2001,795106,32268,4.06,762838,5791,0.76,3358,0.44,5071,66.22,311347,1640,0.53,309707,544,0.18,299,0.1,508,58.86,5579,3657,65.55
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2002,806863,34245,4.24,772618,6544,0.85,3848,0.5,6472,59.46,311675,1724,0.55,309951,617,0.2,331,0.11,580,57.07,7052,4179,59.26
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2003,817193,36820,4.51,780373,7166,0.92,4027,0.52,6997,57.55,309776,1725,0.56,308051,633,0.21,361,0.12,703,51.35,7700,4388,56.99
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2004,826723,39209,4.74,787514,7363,0.93,3842,0.49,6408,59.96,307168,1715,0.56,305453,639,0.21,312,0.1,500,62.4,6908,4154,60.13
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2005,835293,41579,4.98,793714,7351,0.93,4486,0.57,7399,60.63,305047,1806,0.59,303241,715,0.24,410,0.14,693,59.16,8092,4896,60.5
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2006,843913,44339,5.25,799574,7838,0.98,4426,0.55,7516,58.89,302331,1957,0.65,300374,756,0.25,444,0.15,745,59.6,8261,4870,58.95
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2007,848556,46702,5.5,801854,7812,0.97,4370,0.54,7863,55.58,298012,2086,0.7,295926,761,0.26,439,0.15,788,55.71,8651,4809,55.59
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2008,852473,48609,5.7,803864,8484,1.06,4313,0.54,8332,51.76,293358,2219,0.76,291139,828,0.28,478,0.16,843,56.7,9175,4791,52.22
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2009,856257,50745,5.93,805512,10071,1.25,4603,0.57,8860,51.95,289071,2274,0.79,286797,880,0.31,414,0.14,802,51.62,9662,5017,51.93
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2010,851011,54152,5.93,796859,10039,1.25,5309,0.66,10745,49.41,286377,2397,0.79,283980,929,0.32,471,0.16,932,50.54,11677,5780,49.5
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2011,853834,56593,6.63,797241,10455,1.31,4801,0.6,9822,48.88,279984,2479,0.89,277505,932,0.33,530,0.17,973,50.54,10754,5272,49.02
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2012,852075,58296,6.84,793779,10243,1.29,5190,0.65,10649,48.74,274840,2597,0.94,272243,991,0.36,553,0.2,1026,53.9,11675,5743,49.19
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2013,5593754,59967,6.84,789165,10118,1.27,4797,0.6,9720,49.35,271122,2603,0.94,268519,822,0.3,419,0.15,755,55.5,10475,5216,49.79
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2014,848609,60266,7.1,788343,9325,1.18,4259,0.54,8827,48.25,267141,2516,0.94,264625,824,0.31,415,0.16,804,51.62,9631,4674,48.53
SSA-SA-FYWL.csv,2,11/10/15,BOS,NH ,FY,2015,848609,60266,7.1,788343,8717,1.11,4305,0.55,9158,47.01,267141,2516,0.94,264625,799,0.3,490,0.19,822,59.61,9980,4795,48.05
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2001,658375,38800,5.89,619575,7266,1.17,3055,0.49,6411,47.65,248034,3443,1.39,244591,1317,0.54,614,0.25,1183,51.9,7594,3669,48.31
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2002,666912,39802,5.97,627110,7468,1.19,3072,0.49,6850,44.85,248118,3531,1.42,244587,1418,0.58,606,0.25,1263,47.98,8113,3678,45.33
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2003,673602,41236,6.12,632366,4970,0.79,2437,0.39,5498,44.33,247441,3738,1.51,243703,929,0.38,521,0.21,1066,48.87,6564,2958,45.06
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2004,676706,42919,6.34,633787,5732,0.9,2571,0.41,5332,48.22,245152,3894,1.59,241258,1023,0.42,582,0.24,997,58.38,6329,3153,49.82
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2005,675831,43920,6.5,631911,6240,0.99,2557,0.4,5644,45.3,240596,4046,1.68,236550,1130,0.48,544,0.23,1012,53.75,6656,3101,46.59
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2006,675939,44760,6.62,631179,7831,1.24,2847,0.45,6751,42.17,235948,4208,1.78,231740,1502,0.65,595,0.26,1267,46.96,8018,3442,42.93
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2007,674254,45741,6.78,628513,7848,1.25,2989,0.48,7440,40.17,232004,4207,1.81,227797,1424,0.63,571,0.25,1473,38.76,8913,3560,39.94
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2008,674602,47130,6.99,627472,8084,1.29,3121,0.5,8300,37.6,228540,4169,1.82,224371,1455,0.65,622,0.28,1478,42.08,9778,3743,38.28
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2009,675788,48389,7.16,627399,9686,1.54,3053,0.49,8289,36.83,226825,4358,1.92,222467,1731,0.78,641,0.29,1552,41.3,9841,3694,37.54
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2010,676699,50287,7.16,626412,9942,1.58,3393,0.54,10158,33.4,223542,4592,1.92,218950,1702,0.77,757,0.34,1797,42.13,11955,4150,34.71
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2011,677623,51815,7.65,625808,9575,1.53,3406,0.54,10633,32.03,219536,4725,2.15,214811,1616,0.79,677,0.35,1798,42.13,12430,4163,33.49
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2012,675189,53285,7.89,621904,9927,1.6,3059,0.49,9239,33.11,216474,4765,2.2,211709,1633,0.77,602,0.28,1557,38.66,10796,3661,33.91
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2013,674710,54254,7.89,433577,9499,1.53,2967,0.48,9376,31.64,213987,4750,2.2,209237,1497,0.71,563,0.27,1516,37.14,10892,3530,32.41
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2014,676174,54626,8.08,434923,8809,2.03,2847,0.65,9310,30.58,212852,4646,2.18,208206,1355,0.65,541,0.26,1498,36.11,10808,3388,31.35
SSA-SA-FYWL.csv,2,11/10/15,BOS,RI ,FY,2015,676174,54626,8.08,434923,8660,1.99,2713,0.62,8525,31.82,212852,4646,2.18,208206,1440,0.69,531,0.26,1336,39.75,9861,3244,32.9
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2001,388418,19711,5.07,368707,2646,0.72,1259,0.34,2701,46.61,145411,1287,0.89,144124,372,0.26,238,0.17,394,60.41,3095,1497,48.37
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2002,392652,20353,5.18,372299,3632,0.98,1233,0.33,2534,48.66,143291,1358,0.95,141933,471,0.33,236,0.17,401,58.85,2935,1469,50.05
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2003,395895,21133,5.34,374762,4119,1.1,1730,0.46,4299,40.24,140977,1487,1.05,139490,533,0.38,338,0.24,536,63.06,4835,2068,42.77
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2004,398951,21885,5.49,377066,4031,1.07,1760,0.47,4088,43.05,138837,1490,1.07,137347,505,0.37,326,0.24,500,65.2,4588,2086,45.47
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2005,401351,22689,5.65,378662,3934,1.04,1585,0.42,3741,42.37,136276,1614,1.18,134662,543,0.4,338,0.25,538,62.83,4279,1923,44.94
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2006,403781,23601,5.85,380180,3966,1.04,1673,0.44,3595,46.54,133559,1722,1.29,131837,607,0.46,377,0.29,551,68.42,4146,2050,49.45
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2007,405049,24787,6.12,380262,4240,1.12,2035,0.54,4065,50.06,131250,1740,1.33,129510,581,0.45,352,0.27,611,57.61,4676,2387,51.05
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2008,405691,25865,6.38,379826,4308,1.13,1993,0.52,4243,46.97,128930,1793,1.39,127137,571,0.45,322,0.25,572,56.29,4815,2315,48.08
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2009,405574,27047,6.67,378527,5087,1.34,2138,0.56,4532,47.18,126275,1810,1.43,124465,598,0.48,318,0.26,550,57.82,5082,2456,48.33
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2010,405525,28527,6.67,376998,5181,1.37,2250,0.59,5315,42.33,128735,1866,1.43,126869,573,0.46,333,0.27,610,54.59,5925,2583,43.59
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2011,406291,29373,7.23,376918,5288,1.4,2273,0.6,5715,39.77,126018,1900,1.51,124118,593,0.46,350,0.27,603,54.59,6325,2606,41.2
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2012,403616,30330,7.51,373286,5193,1.39,2005,0.54,4959,40.43,123951,1869,1.51,122082,542,0.44,300,0.25,549,54.64,5508,2305,41.85
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2013,401456,30657,7.51,112367,4868,1.3,1993,0.53,4937,40.37,122701,1739,1.51,120962,452,0.37,241,0.2,463,52.05,5400,2234,41.37
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2014,398777,30896,7.75,106337,4669,4.39,1853,1.74,4507,41.11,121586,1627,1.34,119959,439,0.37,245,0.2,432,56.71,4939,2098,42.48
SSA-SA-FYWL.csv,2,11/10/15,BOS,VT ,FY,2015,398777,30896,7.75,106337,4789,4.5,1897,1.78,4534,41.84,121586,1627,1.34,119959,469,0.39,267,0.22,458,58.3,4992,2164,43.35
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2001,7764992,338361,4.36,7426631,69221,0.93,26483,0.36,66664,39.73,3242537,39007,1.2,3203530,16713,0.52,6881,0.21,16541,41.6,83205,33364,40.1
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2002,7823158,348229,4.45,7474929,75143,1.01,29805,0.4,74298,40.12,3238817,40872,1.26,3197945,18471,0.58,8011,0.25,18103,44.25,92401,37816,40.93
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2003,7871422,358126,4.55,7513296,79738,1.06,29048,0.39,75812,38.32,3228035,42559,1.32,3185476,19968,0.63,8050,0.25,19201,41.92,95013,37098,39.05
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2004,7930441,365624,4.61,7564817,81832,1.08,28500,0.38,77528,36.76,3217935,43103,1.34,3174832,19870,0.63,7636,0.24,19207,39.76,96735,36136,37.36
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2005,7973467,373650,4.69,7599817,79318,1.04,27368,0.36,83507,32.77,3206857,44415,1.39,3162442,19235,0.61,6967,0.22,20408,34.14,103915,34335,33.04
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2006,8032394,381674,4.75,7650720,78098,1.02,26281,0.34,79057,33.24,3194107,45080,1.41,3149027,17836,0.57,6149,0.2,18159,33.86,97216,32430,33.36
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2007,8091201,387787,4.79,7703414,77536,1.01,24931,0.32,75214,33.15,3185761,45024,1.41,3140737,17185,0.55,5429,0.17,16809,32.3,92023,30360,32.99
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2008,8146995,398842,4.9,7748153,79539,1.03,29205,0.38,80991,36.06,3179260,45150,1.42,3134110,17268,0.55,6173,0.2,17858,34.57,98849,35378,35.79
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2009,8138559,412439,5.07,7726120,87385,1.13,28401,0.37,78186,36.32,3177377,45223,1.42,3132154,18287,0.58,5665,0.18,16454,34.43,94640,34066,36
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2010,8103419,427051,5.07,7676368,93476,1.21,31006,0.4,91645,33.83,3123630,44774,1.42,3078856,18608,0.59,6371,0.2,19046,33.45,110691,37377,33.77
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2011,8130367,433144,5.33,7697223,92222,1.2,29114,0.38,93705,31.07,3098125,44688,1.44,3053437,17831,0.61,5833,0.21,18060,33.45,112751,35485,31.47
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2012,8116753,442749,5.45,7674004,91341,1.19,28249,0.37,91306,30.94,3064065,44013,1.44,3020052,17140,0.57,5584,0.18,17497,31.91,108803,33833,31.1
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2013,8115187,446399,5.45,7668788,85479,1.11,26375,0.34,83085,31.74,3023307,43238,1.44,2980069,15609,0.52,5165,0.17,15213,33.95,98298,31540,32.09
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2014,8103573,442760,5.46,7660813,71926,0.94,22825,0.3,71355,31.99,2988474,41073,1.37,2947401,13558,0.46,4698,0.16,12999,36.14,84354,27523,32.63
SSA-SA-FYWL.csv,2,11/10/15,CHI,IL ,FY,2015,8103573,442760,5.46,7660813,65748,0.86,22603,0.3,68473,33.01,2988474,41073,1.37,2947401,12460,0.42,5098,0.17,13493,37.78,81966,27701,33.8
SSA-SA-FYWL.csv,2,11/10/15,CHI,IN ,FY,2001,3791503,172447,4.55,3619056,37808,1.04,11441,0.32,33536,34.12,1576279,17195,1.09,1559084,7274,0.47,2747,0.18,6471,42.45,40007,14188,35.46
SSA-SA-FYWL.csv,2,11/10/15,CHI,IN ,FY,2002,3815064,179772,4.71,3635292,43422,1.19,13695,0.38,43270,31.65,1573864,17810,1.13,1556054,8243,0.53,3343,0.21,8298,40.29,51568,17038,33.04
SSA-SA-FYWL.csv,2,11/10/15,CHI,IN ,FY,2003,3843186,187466,4.88,3655720,47752,1.31,13945,0.38,45525,30.63,1571075,19036,1.21,1552039,9358,0.6,3722,0.24,9078,41,54603,17667,32.36
SSA-SA-FYWL.csv,2,11/10/15,CHI,IN ,FY,2004,3869243,194581,5.03,3674662,49353,1.34,14264,0.39,48716,29.28,1571898,19823,1.26,1552075,9775,0.63,3714,0.24,9527,38.98,58243,17978,30.87
